x_value,y_value
-12.529633906408018,-9.994847875856072
-12.106365742904805,-9.998623156825456
-10.510645514924258,-10.009751163128485
-9.334835141768949,-10.015937561604066
-8.512279857590277,-10.018868593043427
-8.515179005405383,-10.01982539887932
-8.515872301417058,-10.020489221875481
-8.513865657274566,-10.019358396921378
-8.410799900256805,-10.11908929278318
-8.192687091488677,-10.336459005147397
-7.7722787836688605,-10.755896777659142
-7.3762516329841565,-11.151640956609533
-6.997442018598335,-11.530708999299184
-6.815206011919582,-11.71325915854512
-6.2914600283220405,-12.238608908121048
-6.123574101140036,-12.407226786508682
-5.669802324461996,-12.862895230028773
-5.6708606648350735,-12.861785198581384
-5.673826694460976,-12.860923709992376
-5.676668273620571,-12.861806965687823
-5.678818635274102,-12.865451102738712
-5.677388022874802,-12.862291881587893
-5.676374003204052,-12.861615208867304
-5.584740102906654,-12.866263072423632
-5.4028813429898515,-12.875800583999105
-5.043459325482023,-12.89480114762081
-4.694040164977022,-12.913412289193746
-4.348614969764271,-12.93198851597391
-4.178914638361339,-12.94115943868785
-3.6797665646580175,-12.968381186174383
-3.5160415066063537,-12.977372323137882
-3.0328955408502782,-13.004131314433165
-2.875154494961241,-13.01293862918518
-2.563735812440639,-13.030407420298195
-2.2562989748940203,-13.047792667551168
-1.9528355594818028,-13.06506331339352
-1.8031415134475053,-13.07362680923064
-1.3599756515735717,-13.099148093004544
-1.2162219422002278,-13.107484379380915
-0.7850551061779075,-13.1326558994195
-0.3638985404816337,-13.157472900432415
-0.08643467311704897,-13.173948255983772
0.18702163818798254,-13.190279606128506
0.3227206521130459,-13.198426697563464
0.3314495261848056,-13.198972137434533
0.3306199948782511,-13.19931283616902
0.3286723617340277,-13.20121047471774
0.3283118520186267,-13.202038486573038
0.3279915385299428,-13.203852202444864
0.3283130543068265,-13.205625179287116
0.32923985357936697,-13.207169569799333
0.3298842836081734,-13.20778551435174
0.3290199482607762,-13.20678622198651
0.3286053204306975,-13.206122209422753
0.3281471064333163,-13.203898017633405
0.3282463031893699,-13.20310670539639
0.32883970771199234,-13.201598972934475
0.3298771344255088,-13.200386246609588
0.4078147090476116,-13.141525236175209
0.5000234594780274,-13.071132805880318
0.8657941598628147,-12.792392015326689
1.136282618085913,-12.586473228654034
1.2253733683545949,-12.518680770192322
1.4036333987690304,-12.3831154969966
1.5803419069078202,-12.248809591895215
1.7554990507182693,-12.1157648179785
1.843088043402916,-12.04927761608254
2.102741904725149,-11.852247360379419
2.1887561956215387,-11.787022978301144
2.4437512282372182,-11.59376853291301
2.5282085765230065,-11.529783697125325
2.6956035518441506,-11.403043604416952
2.8630329856356727,-11.276351216774966
3.0288999238841625,-11.150915532829694
3.1118192790281185,-11.088228825654356
3.3575268168604118,-10.902602243457824
3.438908224687935,-10.841138048297386
3.531530692311772,-10.77067740859605
3.5310205023478813,-10.771246571285868
3.530277456718481,-10.77247486017299
3.529873648089674,-10.77526095360708
3.5300080943666874,-10.775955250563264
3.530957306324777,-10.777826506383553
3.531430734578177,-10.778335586561182
3.5326134128822204,-10.779079802128567
3.5320535004868434,-10.778765900374987
3.531122014523693,-10.777961442712925
3.53046319343406,-10.776995412878966
3.530098844420852,-10.775880073008668
