x_value,y_value
-12.50223360194493,-9.999606611896256
-12.502859920701368,-9.999505867366775
-12.503234023672409,-9.999447127785688
-12.503532408170233,-9.999400932162764
-12.503788924208806,-9.999361638390964
-12.504222874054218,-9.999295964886175
-12.504413340009556,-9.999267420395425
-12.504591138590374,-9.999240916171829
-12.504759449318307,-9.999215957276665
-12.504915284285964,-9.999192711683408
-12.505201352913106,-9.999149839511674
-12.505336200237535,-9.999129673355585
-12.50546588640828,-9.999110326355837
-12.505591467715128,-9.999091612321832
-12.26428990661424,-9.999217280999558
-11.066469501845255,-9.998386737905161
-10.492554581214073,-9.997337458794872
-9.932635219881133,-9.995944704142225
-9.386725114143893,-9.994257362039182
-8.856805656755897,-9.992212942786109
-8.491677694827317,-9.991618282646604
-8.493229668601506,-9.994838372875122
-8.492439492557166,-9.992499956195935
-8.489968756051201,-9.990782979316316
-8.486843578912824,-9.990948902367158
-8.108967626289383,-10.361152557891195
-7.789250507106399,-10.6748415669617
-7.476853728788162,-10.98170894062442
-7.168917587870027,-11.284538636393796
-6.865428122203215,-11.58332664246826
-6.273144604526753,-12.167402762870484
-5.982947328801492,-12.454063165711535
-5.697179088719668,-12.736637139270231
-5.623161438428774,-12.809303899202824
-5.625858484870469,-12.808550234963937
-5.630364389502858,-12.811189221125549
-5.630942201546643,-12.812648695729393
-5.630038815263211,-12.81046871394898
-5.628205095481004,-12.809102686006709
-5.625781263781936,-12.808790512696836
-4.957387276256899,-12.837047457325244
-4.605808256726699,-12.851923124445515
-4.256178522521432,-12.866868263192966
-3.91060775475111,-12.881803152067034
-3.568981090103634,-12.896720537778313
-2.8958016958320347,-12.926561744322305
-2.5642167473945894,-12.941467340613446
-2.234642501821132,-12.95644670051898
-1.907035985980132,-12.971461642985913
-1.5854788866934753,-12.98633665881483
-0.9463027051472288,-13.016314668964856
-0.6307559745298328,-13.031312669369472
-0.3191676248519704,-13.046255113471462
-0.00958818700865743,-13.061211978809922
0.29795353336102104,-13.076203345284204
0.38192288382768896,-13.080663860929205
0.3803430121595125,-13.082034336408805
0.3794824526321345,-13.08394778471975
0.3794007323748024,-13.086044945416152
0.3801816428091599,-13.087991264949233
0.3804347383592949,-13.088235130041587
0.3796364911654853,-13.086675731052225
0.3795161152358996,-13.08479755042606
0.38013765286916334,-13.082989220394847
0.38140612995577605,-13.081560367040224
0.7497116989001926,-12.7939237936883
0.9671442842527956,-12.624004710792574
1.1830494367306497,-12.455399027395586
1.3990060266270086,-12.286880431188386
1.6134465509912366,-12.119672201878364
2.0378016848224534,-11.789157898142312
2.247705663353301,-11.625846288691587
2.45608227324242,-11.463834006385063
2.6645088610724867,-11.301895467694356
2.8714055192296657,-11.141259932163987
3.280622658376618,-10.823886082877795
3.484525293458767,-10.665914895539512
3.551242501946032,-10.613644180953898
3.550110122400345,-10.615155407601335
3.549562783726496,-10.616885152096751
3.5502667266601327,-10.620358402799496
3.5514529915992696,-10.621667884172863
3.5522299194275497,-10.62210121341122
3.550930960124507,-10.621168140716577
3.5500721686238768,-10.619935647947788
3.549806706327837,-10.616772703211367
3.5504713639210133,-10.6152756278703
3.551582473244023,-10.614095221716278
3.660085618698673,-10.532876243219349
3.8502716906900263,-10.389806818502842
4.2292453375474,-10.105284272014927
4.41799851507046,-9.963710467248957
4.603595862503067,-9.824594393601183
4.790836415221425,-9.684336386863151
4.9765194328141735,-9.54533478811501
5.344806019334432,-9.269895224296137
5.529010657145811,-9.132258843282198
5.711654308821451,-8.995873959951867
5.892735587757139,-8.860740410287043
6.073855763041979,-8.725660550310906
6.433006294086943,-8.458049337509976
6.6126404939010195,-8.324320542158443
6.768793863843088,-8.207895938024787
6.767958629860451,-8.208223210566787
6.767054158416327,-8.209598811201731
6.766652349382464,-8.212721445793091
6.767168785946713,-8.214227193022879
6.7681036046191965,-8.215500762997817
6.769366826711835,-8.216436061589006
6.7708458264129785,-8.21695282372262
6.7731848184139825,-8.21682076140335
6.771801246833888,-8.21703108745045
6.770467833486477,-8.216828816767679
6.769317538193522,-8.216290143934712
6.7682799299843515,-8.21535511806826
6.767189090437263,-8.212778810647407
6.767239288194452,-8.211387490516387
6.785951931866732,-8.121624058680755
6.827504480017793,-7.9196895978241475
6.8688300492959025,-7.719974286875099
6.9516436341148315,-7.320550386259472
6.992728678427298,-7.122805659452884
7.033867482118714,-6.925079114964096
7.074646451297821,-6.729332697587706
7.115470503027217,-6.533602427917758
7.197262403818407,-6.142153574891645
7.237829842469301,-5.9483858279711965
7.278452196685491,-5.7546305003469325
7.318713164382597,-5.562855297550264
7.359017063800592,-5.37110182162157
7.439757926280875,-4.987608859736975
7.479794649182396,-4.797814892191302
7.519883542894537,-4.608034480752224
7.55960464507391,-4.4202360804009
7.589379407589921,-4.278371978993534
7.589263771062401,-4.281113928327616
7.589768305175297,-4.2824066733610735
7.590588982297502,-4.283516953246253
7.591677409557443,-4.284376965476621
7.592941442797946,-4.284918778427295
7.595657406625805,-4.284953690720958
7.596923029582218,-4.284448040757606
7.5974420026139935,-4.283918324001848
7.5963814544594905,-4.28454589024585
7.595246662427363,-4.284866490979725
7.5929822317381985,-4.284599576888526
7.591889812146918,-4.284004278999085
7.590978412104505,-4.2831461845630345
7.590324542612159,-4.282100828699091
7.589955752748157,-4.2809263175359415
7.590144672740836,-4.2784841882535645
7.6250844294073294,-4.131324962170959
7.666522682260048,-3.956192770147223
7.707932351172071,-3.781042111730784
7.749744219769112,-3.6039330858327117
7.831946640723473,-3.255557237355634
7.87227824567593,-3.0842633129815935
7.912996740428205,-2.9110039766525286
7.953250901296903,-2.7396985632960056
7.993499188091282,-2.568391717530523
8.073758796398831,-2.225707358385081
8.113405915726238,-2.056313286870336
8.15303260915351,-1.8869150066803508
8.192572372574736,-1.7174871617404142
8.231606579443023,-1.549997472254429
8.310110675634137,-1.2130779404397558
8.34903280293221,-1.045558485437057
8.387472785493271,-0.8799853907201675
8.426368205479026,-0.7124721075859763
8.464756870907001,-0.5468855298269265
8.505919059548656,-0.36845015512289336
8.506083144991837,-0.3696064968437128
8.50651877492358,-0.3706600375499095
8.507210402521302,-0.371597701656356
8.509179389169487,-0.3728521618133464
8.510322333221843,-0.37312852932652507
8.511493521032639,-0.3731553993364975
8.5126424210145,-0.3729009478002706
8.513703919443548,-0.3723787193343521
8.512463591645165,-0.37289871425905496
8.511452951931199,-0.3731378016471866
8.510465803120654,-0.3731420493217919
8.509432311250581,-0.3728965620765852
8.508435938686638,-0.37240614981586057
8.506913444986132,-0.3708427499039568
8.506450508256147,-0.3698346817310666
8.506229512999122,-0.3687597990366
8.506269714843391,-0.3676716861105251
8.506524536907639,-0.3666042242892164
8.58000069614388,-0.07261182080818387
8.618659945260488,0.08262936190177847
8.657266896862533,0.2378809816830225
8.695895577731765,0.39311759485059417
8.734460147435836,0.5483815917595746
8.811010626658593,0.8569810631240592
8.848996315703786,1.0103267162664744
8.886913111285063,1.1636904529703564
8.924866301966599,1.3170357988450256
8.962277095829338,1.4684629276301384
9.036993009894008,1.771337622667983
9.074309035084124,1.922788522421808
9.112029673192279,2.0762011823520483
9.154070522761508,2.2470756767643927
9.190830083881616,2.396601406114358
9.264660868179595,2.6976357856584428
9.301319941737717,2.8471882462267266
9.339796673106653,3.004534168850776
9.37592005788238,3.15215041261016
9.412478321296136,3.3017284307620254
9.470131684159393,3.539694137699723
9.469998570245176,3.538467412165581
9.469987761312911,3.5373525137163297
9.470211468432984,3.5363697529167486
9.470843333702396,3.5351925451229267
9.472399278304318,3.5338805505901183
9.473370881218358,3.5334946626475583
9.474413775794387,3.5332764247971378
9.475473305603193,3.53327072417893
9.476526148851352,3.5334931062154835
9.477561257346078,3.5340929807594947
9.476707360896675,3.5336181770535875
9.475815843358946,3.5333431613100563
9.474896136391177,3.533246999280025
9.474024236602352,3.5333560803850173
9.472232536166196,3.534157801299082
9.471494164367137,3.5348149340732857
9.470904728933117,3.535607807414252
9.47048841117148,3.536503958968436
9.470261056874882,3.537469743650636
9.470414326014108,3.5394217644176447
9.484552021594439,3.5906758242602352
9.522492950984343,3.7298307975024887
9.560255743592373,3.86873536063746
9.598065020931164,4.007678531295146
9.673734959657695,4.285475497038614
9.711625850106342,4.424382681079917
9.749518483612468,4.5632474103234175
9.786925179130977,4.700226593907452
9.824357210381985,4.837155307862036
9.89981840221949,5.1129720554932785
9.937311525230808,5.249870885123082
9.974841315012453,5.386814760453321
10.011870473790776,5.521783276829591
10.049436288744014,5.658687018664486
10.12413731175527,5.9305394406945435
10.161261486623614,6.065522218188845
10.198411473155877,6.200455310331222
10.235570304040106,6.335400202623706
10.272776899455184,6.470350262288463
10.34723103092599,6.740206666504718
10.383965962287402,6.873174121559021
10.421246558120876,7.008093054832536
10.458040107555606,7.141076052359368
10.4948311681018,7.274026792193757
10.533019621793144,7.4135995133741615
10.532895459554284,7.4125318911946545
10.532860974106537,7.411576785714065
10.533021780746743,7.410664258061043
10.533367044436543,7.409816363772099
10.534546505281561,7.408434309101585
10.535327643929072,7.407950418477642
10.536226920539674,7.407603375366563
10.537204568405976,7.407421085568272
10.538200475958837,7.407426571556598
10.540100844790892,7.407993534237701
10.54066314844222,7.408532307629692
10.539843110591828,7.408007274665356
10.539017424433746,7.407699259944147
10.538188388699156,7.407557299072653
10.536548286574623,7.407743412583956
10.535724202576086,7.408086665006001
10.534968215225405,7.408583135677234
10.534318413703163,7.409211216306449
10.533795612919768,7.409951294832139
10.533202863510283,7.411649691618493
10.533167745209518,7.412556279787909
10.53329087445629,7.4134419012441075
10.54567992950366,7.533514640742992
10.558287165430707,7.664905560430936
10.583611395273724,7.927619569606357
10.596319038010602,8.058974616487369
10.609026451689417,8.190322810884963
10.621586242331947,8.319703461969691
10.634341594832929,8.451031010531562
10.659746372494304,8.711737348759652
10.672380940576822,8.841118314962198
10.685240725281314,8.972441640001401
10.697912763454749,9.101803316609553
10.710625933619905,9.231149438404369
10.736095595325324,9.489848962412355
10.748657124714367,9.617178705280725
10.761453066400255,9.746545159353422
10.774259368369377,9.875854636785613
10.786895186763141,10.00322903136353
10.812424199337158,10.259899486294767
10.825132145791175,10.387225418883721
10.83804129911406,10.516558279594642
10.850795513647233,10.643896579371502
10.863547476914231,10.771218593303551
10.888937395100362,11.023884221953343
10.901771439244538,11.151237247963698
